sentiment,stemmed_tokens
1,"['jetblu', 'kudo', 'and', 'we', 're', 'done', 'and', 'head', 'to', 'warmer', 'weather']"
1,"['jetblu', 'awesom', 'thank', 'you']"
1,"['jetblu', 'thank', 'for', 'updat', 'http', 'co', 'ubotmr']"
1,"['jetblu', 'amybruni', 'directtv', 'but', 'of', 'cours', 'bestdress', 'bluecarpet']"
1,"['jetblu', 'offer', 'me', 'complimentari', 'drink', 'for', 'switch', 'seat', 'stewardess', 'ask', 'for', 'my', 'age', 'amp', 'said', 'we', 'giggl', 'goodgen', 'ilookyoung']"
1,"['jetblu', 'thank', 'still', 'book', 'our', 'trip', 'lb', 'to', 'slc', 'to', 'see', 'grand', 'kid', 'just', 'veri', 'frustrat', 'tri', 'app', 'web', 'etc', 'still', 'love', 'guy']"
1,"['jetblu', 'thank', 'you', 'excit', 'to', 'fli', 'with', 'you', 'for', 'the', 'first', 'time']"
1,"['thank', 'jetblu', 'itslaloca', 'but', 'of', 'cours', 'safeti', 'is', 'alway', 'st', 'we', 'll', 'make', 'sure', 'to', 'handl', 'her', 'with', 'care', 'and', 'love']"
1,"['jetblu', 'kudo', 'to', 'jetblu', 'social', 'media', 'team', 'for', 'jump', 'in', 'an', 'help', 'me', 'out', 'dure', 'the', 'last', 'snow', 'storm', 'while', 'web', 'site', 'wa', 'down', 'thank']"
1,"['jetblu', 'thank', 'so', 'much', 'for', 'your', 'condol', 'and', 'quick', 'respons', 'it', 'is', 'veri', 'much', 'appreci']"
1,"['jetblu', 'thank', 'you', 'alicia']"
1,"['jetblu', 'thank', 'chat', 'with', 'nice', 'fella', 'about', 'it', 'and', 'he', 'gave', 'me', 'the', 'lowdown']"
1,"['jetblu', 'mission', 'accomplish', 'gave', 'paulgordonbrown', 'hug', 'http', 'co', 'lt', 'pykfvrq']"
1,"['jetblu', 'ok', 'thank', 'you', 'for', 'the', 'quick', 'respons', 'jetblu', 'still', 'the', 'best', 'comp']"
1,"['jetblu', 'im', 'in', 'session', 'present', 'by', 'one', 'of', 'your', 'belov', 'travel', 'paulgordonbrown', 'see', 'whi', 'you', 'love', 'him', 'so', 'much', 'http', 'co', 'vv', 'cfyhkvb']"
1,"['jetblu', 'oh', 'definit', 'kind', 'of', 'onli', 'fli', 'jetblu']"
1,"['jetblu', 'thank', 'for', 'get', 'me', 'to', 'orlando', 'earli', 'happi']"
1,"['jetblu', 'got', 'it', 'thank']"
1,"['jetblu', 'even', 'though', 'thi', 'flight', 'didn', 'have', 'much', 'need', 'hot', 'beverag', 'us', 'ny', 'er', 'the', 'land', 'wa', 'super', 'smooth', 'happytweet']"
1,"['jetblu', 'thank', 'for', 'get', 'me', 'to', 'boston', 'earli', 'for', 'tuftsenergyconf', 'break', 'barrier', 'to', 'clean', 'energi', 'futur']"
1,"['jetblu', 'thank']"
1,"['jetblu', 'thank', 'for', 'the', 'complimentari', 'upgrad', 'to', 'first', 'you', 'are', 'the', 'best']"
1,"['jetblu', 'ah', 'no', 'the', 'staff', 'wa', 'perfect', 'thi', 'morn', 'at', 'jfk', 'more', 'sleep', 'for', 'me']"
1,"['jetblu', 'airbu', 'wow', 'awesom', 'video', 'guy', 'http', 'co', 'dbcvepn', 'qc', 'great', 'work', 'blueman', 'corevalu', 'passion', 'aerojobmarket', 'avgeek']"
1,"['jetblu', 'airbu', 'wow', 'what', 'an', 'amaz', 'video', 'http', 'co', 'dbcvepn', 'qc', 'great', 'world', 'guy', 'blueman', 'corevalu', 'passion', 'aerojobmarket']"
1,"['jetblu', 'today', 'my', 'famili', 'get', 'to', 'experi', 'mosaic', 'statu', 'me', 'lifeisgood']"
1,"['jetblu', 'word', 'thank']"
1,"['jetblu', 'smf', 'to', 'jfk']"
1,"['jetblu', 'of', 'cours']"
1,"['jetblu', 'thank', 'you']"
1,"['jetblu', 'thank', 'll', 'do', 'it']"
1,"['jetblu', 'ferrissalameh', 'love', 'jetblu', 'speedi', 'twitter', 'custom', 'servic']"
1,"['jetblu', 'thank']"
1,"['jetblu', 'thank', 'you', 'so', 'much', 'for', 'your', 'effort']"
1,"['jetblu', 'thank', 'for', 'let', 'us', 'know', 'hope', 'for', 'no', 'more', 'delay']"
1,"['jetblu', 'thank']"
1,"['jetblu', 'thank', 'for', 'the', 'info', 'figur', 'that', 'wa', 'the', 'case', 'hope', 'my', 'new', 'hashtag', 'will', 'chang', 'that']"
1,"['jetblu', 'save', 'the', 'day', 'expedia', 'lost', 'costum', 'jetblu', 'feelbett']"
1,"['jetblu', 'ye', 'terra', 'blue', 'chip', 'were', 'my', 'favorit']"
1,"['jetblu', 'dm', 'my', 'confirm', 'code', 'thank', 'again', 'for', 'your', 'help', 'mommi', 'daddi', 'and', 'kid', 'appreci', 'it']"
1,"['cool', 'jetblu', 'hgeronemu', 'we', 'are', 'there', 'and', 'anticip', 'complet', 'instal', 'on', 'all', 'our', 'thi', 'year', 'http', 'co', 'sgckbopata']"
1,"['jetblu', 'love', 'you', 'guy', 'sooooooo', 'much', 'ridicul', 'appreci', 'servic']"
1,"['jetblu', 'you', 'are', 'offici', 'my', 'favorit', 'thank', 'you', 'for', 'the', 'wonder', 'servic', 'at', 'jfk']"
1,"['jetblu', 'airway', 'corpor', 'nasdaq', 'jblu', 'reach', 'on', 'new', 'high', 'rang', 'streetwis', 'report', 'http', 'co', 'tpdkqulm']"
1,"['jetblu', 'thank']"
1,"['jetblu', 'thank']"
1,"['jetblu', 'look', 'forward', 'to', 'it', 'when', 'we', 'final', 'take', 'off']"
1,"['jetblu', 'pleas', 'come', 'to', 'indianapoli']"
1,"['jetblu', 'okay', 'thank', 'hope', 'to', 'be', 'fli', 'with', 'you', 'guy', 'soon']"
1,"['jetblu', 'he', 'love', 'the', 'natur', 'beefjerki', 'snack']"
1,"['jetblu', 'thank', 'for', 'your', 'repli', 'it', 'wa', 'flight']"
1,"['jetblu', 'who', 'is', 'he', 'must', 'send', 'note', 'too', 'good', 'for', 'word']"
1,"['jetblu', 'love', 'capt', 'joe', 'on', 'our', 'flight', 'from', 'bo', 'to', 'sfo', 'thi', 'should', 'be', 'fun']"
1,"['jetblu', 'it', 'wa', 'fabul', 'veri', 'pleas']"
1,"['jetblu', 'the', 'real', 'mvp', 'http', 'co', 'jwl', 'lrw']"
1,"['jetblu', 'no', 'worri', 'time', 'flew', 'in', 'the', 'termin', 'and', 'now', 'we', 're', 'take', 'off', 'thank', 'again']"
1,"['jetblu', 'messag', 'you', 'thank']"
1,"['jetblu', 'will', 'thank', 'you']"
1,"['jetblu', 'thank', 'for', 'the', 'remind', 'of', 'few', 'older', 'flight', 'taken', 'and', 'the', 'easi', 'access', 'to', 'add', 'point', 'to', 'my', 'new', 'jb', 'account', 'awesom', 'servic']"
1,"['jetblu', 'americanair', 'ah', 'ha', 'misread', 'the', 'end', 'date', 'as', 'be', 'not', 'thank', 'for', 'clarifi']"
1,"['jetblu', 'll', 'see', 'you', 'on', 'board', 'again', 'soon']"
1,"['jetblu', 'head', 'to', 'buffalo', 'trade', 'the', 'cold', 'in', 'boston', 'for', 'colder', 'in', 'buffalo', 'mayb', 'the', 'caribbean', 'next', 'time']"
1,"['jetblu', 'of', 'cours', 'know', 'would', 'like', 'lay', 'you', 'down', 'in', 'bedofros', 'as', 'long', 'as', 'they', 're', 'mint', 'color', 'http', 'co', 'qyezhjgsb', 'brandmanc']"
1,"['thi', 'is', 'so', 'smart', 'it', 'make', 'me', 'angri', 'mt', 'jetblu', 'we', 've', 'partner', 'with', 'wsj', 'to', 'bring', 'you', 'free', 'digit', 'access', 'onboard', 'http', 'co', 'liwecaso']"
1,"['jetblu', 'ooh', 'good', 'one', 'speak', 'of', 'miamor', 'just', 'know', 'that', 'iador', 'http', 'co', 'fwzclbvug', 'love', 'lovesongfriday']"
1,"['jetblu', 'love', 'thi', 'song', 'lt', 'thank', 'jetblu']"
1,"['jetblu', 'current', 'danc', 'in', 'the', 'termin', 'love', 'stevi']"
1,"['jetblu', 'thank', 'you', 'for', 'be', 'jetblu', 'and', 'not', 'jetgreen', 'or', 'jetr', 'blue', 'is', 'my', 'favorit', 'color', 'and', 'jet', 'blue', 'make', 'it', 'better']"
1,"['chair', 'selfi', 'jetblu', 'stacycrossb', 'phlairport', 'saharasam', 'everyon', 'look', 'flawless', 'we', 're', 'so', 'proud', 'of', 'our', 'phl', 'crew', 'bluehero']"
1,"['jetblu', 'wsj', 'jetblu', 'treat', 'me', 'right', 'as', 'thank', 'for', 'no', 'hassl', 'flight', 'to', 'jamaica']"
1,"['jetblu', 'flight', 'book', 'head', 'out', 'to', 'california', 'with', 'the', 'wikipearl', 'team', 'for', 'natprodexpo', 'on', 'march', 'can', 'wait', 'expowest']"
1,"['jetblu', 'total', 'would', 'have', 'but', 'the', 'outsid', 'view', 'wa', 'even', 'more', 'camera', 'readi', 'haha', 'evenmorespac', 'evenmoreview', 'http', 'co', 'dxux', 'dbfd']"
1,"['jetblu', 'sent', 'curiou', 'to', 'see', 'what', 'kind', 'of', 'comp', 'we', 'get']"
1,"['jetblu', 'can', 'wait', 'to', 'hear', 'back', 'from', 'you', 'regard', 'the', 'internship', 'opportun']"
1,"['jetblu', 'thank', 'for', 'the', 'credit', 'becaus', 'of', 'the', 'hr', 'delay', 'can', 'tell', 'custom', 'servic', 'mean', 'lot', 'to', 'you', 'thank']"
1,"['jetblu', 'thank', 'you', 'for', 'alway', 'have', 'the', 'most', 'amaz', 'custom', 'servic', 'bring', 'on', 'the', 'disney', 'princess', 'half', 'marathon']"
1,"['jetblu', 'definit', 'will', 'thank']"
1,"['jetblu', 'on', 'my', 'brandloveaffair', 'to', 'lax', 'http', 'co', 'kdhruf', 'sw']"
1,"['jetblu', 'hi', 'just', 'want', 'to', 'see', 'if', 'you', 'have', 'ani', 'new', 'rout', 'plan', 'thi', 'year', 'for', 'newark', 'love', 'fli', 'you', 'guy', 'and', 'hope', 'to', 'do', 'so', 'more']"
1,"['jetblu', 'oh', 'that', 'total', 'look', 'on', 'par', 'with', 'americanair', 'admir', 'club', 'ani', 'way', 'you', 'can', 'slide', 'us', 'coupl', 'pass']"
1,"['jetblu', 'gr', 'mint', 'crew', 'on', 'flight', 'to', 'lax', 'they', 're', 'mintalici', 'truebluelov', 'travel', 'air']"
1,"['jetblu', 'thank', 'for', 'offer', 'thi', 'servic', 'guy', 'http', 'co', 'xdjzkc', 'gb']"
1,"['jetblu', 'what', 'can', 'say', 'lostinlov', 'our', 'brandmanc', 'http', 'co', 'bzwgp', 'adv', 'mint', 'love']"
1,"['jetblu', 'you', 'guy', 'rock', 'http', 'co', 'la', 'zaoay']"
1,"['that', 'would', 'be', 'great', 'never', 'thought', 'be', 'the', 'sort', 'who', 'be', 'into', 'them', 'but', 'it', 'realli', 'make', 'the', 'fli', 'experi', 'more', 'bearabl', 'jetblu']"
1,"['jetblu', 'thank', 'to', 'the', 'gent', 'on', 'the', 'phone', 'who', 'fix', 'my', 'bo', 'mco', 'flight', 'and', 'the', 'fee', 'waiver', 'now', 'flyfi', 'forget', 'her', 'name']"
1,"['thank', 'hope', 'don', 'look', 'like', 'complain', 've', 'written', 'of', 'good', 'experi', 'you', 'in', 'the', 'past', 'and', 'am', 'make', 'do', 'in', 'termin', 'jetblu']"
1,"['jetblu', 'success', 'good', 'work', 'jetblu', 'team']"
1,"['jetblu', 'great', 'flight', 'great', 'view', 'http', 'co', 'yxn', 'pnoav']"
1,"['jetblu', 'beauti', 'ride', 'thank', 'again']"
1,"['jetblu', 'perfect', 'probabl', 'need', 'some', 'coffe', 'to', 'stay', 'awak', 'dure', 'the', 'night']"
1,"['then', 'you', 'better', 'holdon', 'jetblu', 'our', 'brandloveaffair', 'http', 'co', 'kn', 'geep', 'truebluelov', 'travel', 'busi']"
1,"['jetblu', 'haha', 'no', 'need', 'to', 'apolog', 'll', 'be', 'flight', 'book', 'problem', 'sooner', 'than', 'late', 'flightr', 'love', 'jetblu']"
1,"['jetblu', 'can', 'wait', 'll', 'be', 'the', 'one', 'who', 'can', 'contain', 'herself']"
1,"['jetblu', 'big', 'thank', 'to', 'ricardo', 'olavarria', 'at', 'reagan', 'airport', 'fix', 'our', 'ticket', 'and', 'made', 'sure', 'we', 'made', 'it', 'for', 'our', 'friend', 'wed', 'greatservic']"
1,"['jetblu', 'realli', 'that', 'good', 'to', 'hear', 'thank', 'for', 'the', 'updat', 'wall', 'we', 'may', 'make', 'that', 'busi', 'meet', 'after', 'all']"
1,"['jetblu', 'pdx', 'to', 'jfk', 'wa', 'suuuuper', 'hot']"
1,"['jetblu', 'love', 'you', 'bae', 'jetba']"
1,"['jetblu', 'you', 'definit', 'will']"
1,"['jetblu', 'you', 'don', 'rememb', 'our', 'date', 'monday', 'night', 'back', 'to', 'nyc', 'heartbroken']"
1,"['jetblu', 'ugh', 'alway', 'know', 'way', 'to', 'my', 'heart']"
1,"['jetblu', 'thank', 'you', 'guy', 'brilliant', 'custom', 'servic']"
1,"['jetblu', 'great', 'thank', 'you', 'let', 'hope', 'so', 'could', 'you', 'pleas', 'notifi', 'me', 'if', 'flight', 'leav', 'jfk', 'thank', 'you', 'again']"
1,"['jetblu', 'that', 'is', 'great', 'but', 'onc', 'it', 'get', 'to', 'buffalo', 'will', 'it', 'be', 'abl', 'to', 'leav', 'and', 'get', 'to', 'jfk', 'or', 'there', 'issu', 'still', 'at', 'buffalo', 'airport']"
1,"['jetblu', 'wa', 'far', 'less', 'pain', 'than', 'what', 'wa', 'come', 'from', 'avi']"
1,"['jetblu', 'my', 'flight', 'attend', 'angel', 'wa', 'awesom', 'kudo']"
1,"['jetblu', 'thank', 'you']"
1,"['jetblu', 'thank', 'you', 'veri', 'veri', 'much']"
1,"['jetblu', 'awww', 'thank', 'you', 'glad', 'to', 'hear', 'it', 'made', 'my', 'day', 'amp', 'one', 'last', 'question', 'do', 'you', 'have', 'ani', 'idea', 'what', 'tail', 'is', 'oper', 'flt', 'maro']"
1,"['jetblu', 'in', 'the', 'sky', 'on', 'flight', 'from', 'bo', 'to', 'sfo', 'awesom', 'crew', 'helen', 'rock']"
1,"['jetblu', 'love', 'jet', 'blue']"
1,"['ninadavuluri', 'we', 'think', 'it', 'treat', 'to', 'have', 'you', 'onboard', 'enjoy', 'your', 'flight']"
1,"['jetblu', 'ninadavuluri', 'cool']"
1,"['jetblu', 'ye', 'alway', 'treat', 'to', 'fli', 'with', 'you', 'guy']"
1,"['jetblu', 'thank', 'you', 'realli', 'would', 'have', 'prefer', 'jet', 'blue', 'you', 'guy', 'have', 'the', 'best', 'seat', 'in', 'the', 'busi']"
1,"['jetblu', 'ye', 'thank', 'cater', 'just', 'got', 'here', 'and', 'now', 'they', 'are', 'load', 'but', 'veri', 'frustrat', 'wa', 'suppos', 'to', 'be', 'there', 'by']"
1,"['jetblu', 'safeti', 'first', 'lovejetblu']"
1,"['jetblu', 'here', 'in', 'austin', 'saw', 'the', 'water', 'bottl', 'amp', 'snack', 'the', 'desk', 'for', 'your', 'wait', 'passeng', 'im', 'so', 'flight', 'book', 'problem', 'my', 'next', 'flight', 'with', 'you']"
1,"['jetblu', 'no', 'they', 're', 'too', 'busi', 'be', 'awesom', 'and', 'tri', 'to', 'get', 'us', 'out', 'asap', 'll', 'deal']"
1,"['jetblu', 'thank', 'so', 'much', 'veri', 'relax', 'flight']"
1,"['jetblu', 'excel', 'you', 'guy', 'are', 'the', 'best']"
1,"['jetblu', 'although', 'it', 'wasn', 'total', 'the', 'answer', 'wa', 'look', 'for', 'appreci', 'the', 'prompt', 'respons']"
1,"['jetblu', 'oh', 'ye', 'hope', 'you', 'expand', 'to', 'other', 'airport', 'soon', 'so', 'can', 'fli', 'you', 'to', 'see', 'my', 'famili', 'each', 'year']"
1,"['jetblu', 'thank', 'jb', 'thi', 'is', 'whi', 'you']"
1,"['jetblu', 'but', 'thank', 'you', 'love', 'an', 'anxiou', 'flyer']"
1,"['jetblu', 'same', 'exact', 'flight', 'too', 'love', 'jetblu', 'realli', 'want', 'to', 'fli', 'with', 'ya', 'll', 'but', 'that', 'littl', 'pricey', 'for', 'basic', 'not', 'mint', 'bo', 'to', 'sfo']"
1,"['jetblu', 'offer', 'hot', 'tea', 'and', 'coffe', 'at', 'the', 'gate', 'you', 'guy', 'make', 'me', 'wonder', 'whi', 'have', 'ever', 'flown', 'ani', 'other', 'airlin']"
1,"['jetblu', 'awesom', 'thank']"
1,"['jetblu', 'keep', 'go', 'back', 'and', 'forth', 'with', 'be', 'abl', 'to', 'board', 'and', 'then', 'not', 'but', 'great', 'agent', 'in', 'savannah']"
1,"['jetblu', 'that', 'be', 'nice', 'hope', 'to', 'rack', 'up', 'enough', 'mile', 'to', 'take', 'trip', 'to', 'seattl', 'and', 'enjoy', 'perfect', 'latt', 'in', 'the', 'citi', 'of', 'coffe']"
1,"['jetblu', 'vega', 'san', 'francisco', 'baltimor', 'san', 'diego', 'and', 'philadelphia', 'so', 'far', 'veri', 'frequent', 'busi', 'travel']"
1,"['jetblu', 'you', 'reimburs', 'everyon', 'on', 'the', 'flight', 'portion', 'of', 'their', 'ticket', 'still', 'love', 'jetblu', 'best', 'american', 'airlin']"
1,"['jetblu', 'tsa', 'jetblu', 'never', 'disappoint']"
1,"['jetblu', 'thank', 'for', 'your', 'help', 'jetbluesofli']"
1,"['jetblu', 'ahoy', 'from', 'loyal', 'holder', 'when', 'do', 'you', 'anticip', 'direct', 'us', 'flight', 'to', 'havana', 'cuba', 'jetblu', 'vacat']"
1,"['jetblu', 'oki', 'doke', 'know', 'you', 'you', 'will', 'fix', 'thi']"
1,"['jetblu', 'wish', 'you', 'would', 'make', 'austin', 'tx', 'hub', 'miss', 'you', 'as', 'my', 'onli', 'airlin', 'for', 'all', 'my', 'biz', 'travel', 'sinc', 'move', 'from', 'bo']"
1,"['jetblu', 'crisi', 'avert', 'flight', 'from', 'bo', 'to', 'fll', 'is', 'board', 'let', 'hope', 'the', 'new', 'pilot', 'aren', 'clarenc', 'oveur', 'and', 'roger', 'murdock']"
1,"['jetblu', 'thank', 'to', 'julian', 'at', 'login', 'for', 'get', 'me', 'onto', 'an', 'earlier', 'flight', 'back', 'to', 'dca']"
1,"['not', 'your', 'fault', 'jetblu', 'social', 'media', 'awesom', 'peopl', 'know', 'everyon', 'is', 'work', 'hard', 'to', 'get', 'us', 'in', 'our', 'way']"
1,"['jetblu', 'seem', 'few', 'of', 'my', 'friend', 'speak', 'highli', 'as', 'well', 'now', 'we', 'just', 'need', 'to', 'find', 'decent', 'price', 'way', 'to', 'go', 'from', 'yvr', 'to', 'sea', 'and', 'overnight']"
1,"['jetblu', 'thank']"
1,"['jetblu', 'then', 'en', 'rout', 'to', 'the', 'airport', 'the', 'rebook', 'ticket', 'wa', 'refund']"
1,"['jetblu', 'we', 'made', 'it', 'safe', 'and', 'sound', 'thank', 'you', 'for', 'the', 'safe', 'travel']"
1,"['jetblu', 'flight', 'attend', 'wendi', 'on', 'flt', 'on', 'newark', 'to', 'orlando']"
1,"['jetblu', 'there', 'just', 'so', 'mani', 'choic', 'for', 'all', 'south', 'of', 'the', 'border', 'and', 'know', 'not', 'everi', 'airlin', 'is', 'equal', 'lowest', 'price', 'best', 'valu']"
1,"['jetblu', 'love', 'you']"
1,"['jetblu', 'be', 'fli', 'soon', 'to', 'nyc', 'on', 'your', 'airlin', 'of', 'all', 'airlin', 've', 'flown', 'you', 're', 'still', 'to', 'me']"
1,"['jetblu', 'utah', 'think', 'and', 'thank']"
1,"['jetblu', 'thank', 'you']"
1,"['jetblu', 'never', 'been', 'delay', 'befor', 'to', 'tpa', 'out', 'of', 'bdl', 'better', 'safe', 'than', 'sorri', 'lovejetblu', 'onlyblu', 'jetblueforev']"
1,"['jetblu', 'great', 'flight', 'and', 'crew', 'flight', 'from', 'bo', 'to', 'mco']"
1,"['jetblu', 'that', 'whi', 'love', 'jetblu', 'truebluememb', 'life']"
1,"['jetblu', 'awesom', 'thank', 'll', 'give', 'call', 'late', 'flightr', 'today', 'appreci', 'the', 'help']"
1,"['jetblu', 'thank', 'her', 'th', 'bday', 'is', 'saturday', 'we', 're', 'have', 'an', 'aviat', 'theme', 'surpris', 'parti', 'for', 'her']"
1,"['jetblu', 'best', 'airlin', 'name', 'ever', 'whenev', 'see', 'it', 'want', 'to', 'get', 'on', 'their', 'plane', 'to', 'blue', 'sky', 'amp', 'sea', 'and', 'they', 'deliv', 'on', 'that', 'promis']"
1,"['jetblu', 'is', 'gettin', 'fanci', 'mint', 'lieflat', 'nice', 'work', 'on', 'the', 'menu', 'saxonandparol', 'lobstermac', 'bloodymari', 'jetsett', 'http', 'co', 'zf', 'wjgtxzt']"
1,"['jetblu', 'you', 'guy', 'are', 'lucki', 'love', 'you']"
1,"['jetblu', 'thank', 'you', 'will', 'do', 'you', 'guy', 'are', 'awesom']"
1,"['jetblu', 'no', 'but', 'we', 're', 'on', 'the', 'flight', 'leav', 'from', 'boston', 'to', 'seattl', 'right', 'now', 'flight']"
1,"['jetblu', 'definit']"
1,"['jetblu', 'okay', 'awesom', 'thank', 'you']"
1,"['jetblu', 'wa', 'so', 'excit', 'when', 'saw', 'that', 'you', 'fli', 'there', 'ionlyflyblu']"
1,"['jetblu', 'ta', 'off', 'site', 'at', 'thelodg', 'should', 'be', 'fun', 'day', 'yeniettelswood', 'andrewbiga', 'codycleverli', 'heidimacey', 'motherpollock']"
1,"['jetblu', 'just', 'mine', 'sadli', 'but', 'yea', 'the', 'fli', 'fi', 'is', 'awesom']"
1,"['jetblu', 'thank', 'you']"
1,"['jetblu', 'readi', 'to', 'go', 'to', 'disneyworld', 'for', 'the', 'rundisney', 'princesshalf', 'http', 'co', 'stqi']"
1,"['jetblu', 'thank', 'you', 'for', 'the', 'jetblu', 'credit', 'nice', 'save']"
1,"['jetblu', 'blueman', 'airlineadvis', 'love', 'thi', 'have', 'great', 'time', 'fli', 'thi']"
1,"['jetblu', 'ye', 'with', 'about', 'minut', 'to', 'spare', 'fyi', 'your', 'employe', 'are', 'amaz', 'keep', 'up', 'the', 'good', 'work']"
1,"['jetblu', 'oh', 'yeah', 'great', 'flight', 'down', 'to', 'mexico', 'with', 'wonder', 'crew', 'thank', 'you']"
1,"['jetblu', 'thank']"
1,"['jetblu', 'good', 'morn', 'sunshin', 'tailfinthursday', 'http', 'co', 'nc', 'es', 'lf']"
1,"['jetblu', 'where', 'my', 'selfi']"
1,"['jetblu', 'airway', 'reveal', 'blueman', 'liveri', 'travelpuls', 'http', 'co', 'fttfyfmvco']"
1,"['jetblu', 'haha', 'thank', 'jetblu']"
1,"['know', 'you', 'have', 'lot', 'of', 'baggag', 'but', 'want', 'you', 'to', 'know', 'realli', 'enjoy', 'be', 'insid', 'you', 'jetblu', 'jetba']"
1,"['jetblu', 'thank', 'you', 'so', 'much', 'wasn', 'sure', 'sinc', 'in', 'know', 'the', 'limit', 'is', 'oz', 'excit', 'to', 'fli', 'with', 'jetblu']"
1,"['hey', 'jetblu', 'that', 'sexi', 'tattoo', 'you', 'got', 'there', 'on', 'your', 'left', 'engin', 'jetba', 'http', 'co', 'ox', 'ktsgi']"
1,"['jetblu', 'thank', 'to', 'stbernard', 'for', 'take', 'time', 'to', 'read', 'through', 'page', 'to', 'find', 'info', 'as', 'supervisor', 'felt', 'to', 'insist', 'tho', 'show', 'previou', 'comm']"
1,"['jetblu', 'jua', 'at', 'jfk', 'just', 'ask', 'desk', 'wa', 'incred', 'help', 'thank']"
1,"['jetblu', 'closepwc', 'pleas', 'just', 'tweet', 'thi', 'fli', 'jetblu', 'everi', 'time', 'btw']"
1,"['jetblu', 'btw', 'her', 'name', 'wa', 'samantha', 'and', 'she', 'won', 'over', 'everyon', 'on', 'the', 'flight']"
1,"['jetblu', 'will', 'thank', 'you']"
1,"['jetblu', 'cool']"
1,"['jetblu', 'amazingli', 'awesom', 'custom', 'servic', 'from', 'your', 'reserv', 'agent', 'tonight', 'help', 'correct', 'mistak', 'so', 'love', 'thi', 'airlin']"
1,"['jetblu', 'the', 'th', 'annual', 'martha', 'vineyard', 'african', 'american', 'film', 'festiv', 'august', 'our', 'attende', 'deserv', 'great', 'flight', 'to', 'mv']"
1,"['jetblu', 'sparrow', 'love', 'it', 'they', 're', 'cute']"
1,"['jetblu', 'the', 'best', 'airlin', 'in', 'the', 'world']"
1,"['jetblu', 'would', 'go', 'anywher', 'jetblu', 'goe']"
1,"['jetblu', 'wow', 'you', 'guy', 'answer', 'peopl', 'wow', 'you', 'care', 'love', 'jet', 'blue']"
1,"['jetblu', 'thank', 'appreci', 'your', 'prompt', 'respons']"
1,"['jetblu', 'good', 'luck', 'thank']"
1,"['it', 'realli', 'is', 'nice', 'though', 'the', 'snack', 'fridg', 'that', 'you', 'can', 'just', 'get', 'up', 'and', 'take', 'stuff', 'out', 'like', 'dorm', 'common', 'room', 'is', 'geniu', 'jetblu']"
1,"['jetblu', 'if', 'tell', 'you', 'like', 'that', 'warrior', 'pick', 'will', 'that', 'get', 'me', 'that', 'bump', 'to', 'first', 'class']"
1,"['jetblu', 'll', 'pass', 'along', 'the', 'advic', 'you', 'guy', 'rock']"
1,"['jetblu', 'can', 'say', 'what', 'airlin', 'am', 'on', 'right', 'now', 'but', 'sincer', 'miss', 'you', 'bestairlin']"
1,"['jetblu', 'ok', 'll', 'book', 'jb', 'to', 'jfk', 'then', 'book', 'to', 'ath', 'thank', 'you']"
1,"['jetblu', 'ye', 'that', 'true', 'but', 'they', 'are', 'bit', 'pricey', 'will', 'look', 'into', 'it', 'further', 'love', 'you', 'guy']"
1,"['jetblu', 'flew', 'to', 'san', 'francisco', 'from', 'fort', 'lauderdal', 'with', 'you', 'last', 'year', 'had', 'fantast', 'time', 'so', 'would', 'like', 'to', 'go', 'back']"
1,"['jetblu', 'my', 'flyingitforward', 'affect', 'just', 'one', 'small', 'famili', 'of', 'four', 'but', 'it', 'would', 'make', 'huge', 'differ', 'in', 'their', 'life']"
1,"['jetblu', 'hawaii', 'get', 'me', 'somewher', 'warm', 'amp', 'can', 'find', 'some', 'good', 'to', 'do', 'flyitforward']"
1,"['jetblu', 'thx', 'for', 'confirm', 'again', 'yr', 'team', 'is', 'awesom', 'thank', 'for', 'the', 'prompt', 'amp', 'help', 'respons', 'cheer', 'to', 'less', 'snow', 'in', 'everyon', 'futur']"
1,"['jetblu', 'what', 'great', 'idea', 'cometoaustin']"
1,"['jetblu', 'would', 'go', 'to', 'la', 'vega', 'it', 'is', 'gorgeou', 'and', 'go', 'there', 'everi', 'year', 'and', 'fli', 'with', 'you', 'guy', 'vega', 'is', 'gorgeou', 'amp', 'so', 'much', 'to', 'do', 'there']"
1,"['jetblu', 'just', 'dmed', 'thank', 'so', 'much', 'for', 'address', 'thi', 'so', 'quickli']"
1,"['jetblu', 'done', 'also', 'look', 'like', 'you', 'open', 'some', 'up', 'on', 'my', 'flight', 'to', 'vega', 'on', 'sunday']"
1,"['jetblu', 'aw', 'okay', 'thank']"
1,"['jetblu', 'best', 'seat', 'on', 'to', 'board', 'earli', 'readi', 'set', 'go']"
1,"['jetblu', 'all', 'set', 'about', 'to', 'fli', 'not', 'bad', 'for', 'first', 'date', 'with', 'giant', 'metal', 'bird', 'machin', 'she', 'even', 'brought', 'snack']"
1,"['jetblu', 'okay', 'the', 'new', 'screen', 'are', 'laptop', 'larg', 'amp', 'real', 'nice', 'amp', 'the', 'wifi', 'is', 'appreci', 'thank', 'god', 'for', 'thi', 'tini', 'lil', 'man', 'in', 'the', 'middl', 'seat']"
1,"['jetblu', 'incident', 'sheila', 'at', 'jfk', 'deserv', 'rais', 'becaus', 'she', 'awesom']"
